     2.11           OBSERVATION DATA    M (MIXED)           RINEX VERSION / TYPE
JPS2RIN v.2.0.112   Sergey Smirnov      20170626 120329 UTC PGM / RUN BY / DATE
Sergey Smirnov      Saint-Petersburg State University       OBSERVER / AGENCY
vost_0626n                                                  MARKER NAME
                    JAVAD                                   REC # / TYPE / VERS
  2765332.1835  1615597.8327  5497278.3855                  APPROX POSITION XYZ
-Unknown-           -Unknown-                               ANT # / TYPE
        0.0000        0.0000        0.0000                  ANTENNA: DELTA H/E/N
     1     1                                                WAVELENGTH FACT L1/2
     5    C1    P1    L1    D1    S1                        # / TYPES OF OBSERV
    30.000                                                  INTERVAL
  2017     6    26    11    23   30.0000000     GPS         TIME OF FIRST OBS
  2017     6    26    11    42    0.0000000     GPS         TIME OF LAST OBS
    18                                                      LEAP SECONDS
     7                                                      # OF SATELLITES
   G 2    38    38    38    38    38                        PRN / # OF OBS
   G 4    38    38    38    38    38                        PRN / # OF OBS
   G 5    36    35    35    36    33                        PRN / # OF OBS
   G12    38    38    38    38    38                        PRN / # OF OBS
   G25    38    38    38    38    38                        PRN / # OF OBS
   G29    38    38    38    38    38                        PRN / # OF OBS
   G31    38    38    38    38    38                        PRN / # OF OBS
                                                            END OF HEADER
 17  6 26 11 33 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000216932
  22037500.696    22037500.336   115807842.733 5     -1497.747          33.250
  22670915.668    22670915.028   119136468.604 5      1025.827          30.500
  20277705.902    20277705.962   106560065.558 7       245.494          44.250
  21164408.111    21164407.421   111219716.963 7     -2938.486          42.500
  22082634.684    22082633.534   116045028.975 6     -2501.529          38.750
  23499450.762    23499449.752   123490501.590 3      1936.556          19.750
  23695884.242    23695886.472   124522725.436 4     -4495.812          26.250
 17  6 26 11 34  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000231565
  22046110.768    22046111.078   115853092.019 5     -1518.653          34.750
  22665112.474    22665111.414   119105974.192 4      1007.361          29.750
  20276353.200    20276352.980   106552956.086 7       228.760          45.500
  21181231.199    21181230.659   111308125.467 7     -2955.116          42.750
  22096959.475    22096958.185   116120304.585 6     -2516.542          38.750
  23488435.266    23488436.006   123432616.553 3      1922.745          18.500
  23721570.031    23721569.061   124657699.764 4     -4502.176          26.000
 17  6 26 11 34 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000246223
  22054841.507    22054841.737   115898973.673 5     -1539.702          35.250
  22659417.587    22659416.847   119076044.747 5       988.414          30.750
  20275096.689    20275096.319   106546353.066 7       211.886          44.500
  21198150.313    21198149.513   111397034.756 7     -2971.741          42.500
  22111370.172    22111368.922   116196032.991 6     -2531.663          38.250
  23477501.202    23477499.622   123375155.559 3      1908.516          21.750
  23747292.020    23747292.710   124792869.988 4     -4508.597          26.500
 17  6 26 11 35  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000260902
  22063692.936    22063692.316   115945480.620 5     -1560.804          34.750
  22653829.455    22653828.495   119046676.270 5       969.448          33.000
  20273935.586    20273935.396   106540251.203 7       194.884          44.500
  21215163.355    21215162.335   111486437.589 7     -2988.433          43.000
  22125864.595    22125864.235   116272207.006 6     -2546.676          38.000
  23466646.979    23466647.319   123318116.557 3      1894.034          19.250
  23773050.709    23773049.789   124928228.817 4     -4515.302          27.000
 17  6 26 11 35 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000275603
  22072661.479    22072660.509   115992614.940 5     -1581.357          35.000
  22648348.617    22648347.787   119017873.349 5       950.986          33.500
  20272870.352    20272870.452   106534653.576 7       178.489          44.750
  21232270.130    21232269.820   111576335.140 7     -3004.493          42.000
  22140445.591    22140444.891   116348827.452 6     -2561.136          37.500
  23455874.309    23455870.229   123261503.981 3      1880.060          18.000
  23798843.692    23798844.482   125063776.841 4     -4521.158          26.500
 17  6 26 11 36  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000290324
  22081748.408    22081749.708   116040372.290 5     -1602.238          33.750
  22642974.666    22642973.686   118989634.410 5       931.936          33.250
  20271900.364    20271900.414   106529557.370 7       161.615          44.500
  21249470.480    21249469.480   111666722.630 7     -3020.948          42.000
  22155109.886    22155108.896   116425889.311 6     -2575.961          38.250
  23445179.534    23445183.464   123205318.048 2      1866.016          17.750
  23824673.055    23824672.625   125199508.666 4     -4527.329          25.750
 17  6 26 11 36 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000305067
  22090956.245    22090955.875   116088751.804 5     -1622.862          33.750
  22637708.973    22637708.193   118961961.723 5       913.107          33.750
  20271026.361    20271026.261   106524963.027 7       144.923          45.250
  21266763.486    21266762.686   111757598.706 6     -3037.171          41.500
  22169857.795    22169857.685   116503391.029 6     -2590.565          38.500
  23434572.568    23434572.618   123149561.605 3      1851.520          20.250
  23850537.380    23850537.120   125335423.015 4     -4533.351          24.500
 17  6 26 11 37  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000319831
  22100279.668    22100280.578   116137752.876 5     -1643.945          30.500
  22632550.777    22632549.797   118934857.587 5       893.793          34.500
  20270247.809    20270247.539   106520871.387 7       127.800          46.000
  21284149.302    21284148.422   111848962.316 7     -3053.759          42.250
  22184689.880    22184688.940   116581331.561 6     -2605.539          39.250
  23424043.476    23424041.946   123094237.840 3      1836.769          19.750
  23876435.278    23876434.838   125471518.703 3     -4539.730          23.750
 17  6 26 11 37 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000334614
  22109722.201    22109722.041   116187374.516 4     -1664.270          28.000
  22627501.109    22627500.349   118908323.463 5       875.131          33.250
  20269564.966    20269564.606   106517282.853 7       111.358          45.500
  21301627.757    21301627.247   111940811.858 7     -3069.614          42.750
  22199604.683    22199603.823   116659708.839 6     -2619.731          39.000
  23413598.821    23413598.541   123039349.555 3      1822.498          22.250
  23902368.740    23902367.290   125607793.458 4     -4545.285          25.250
 17  6 26 11 38  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000349435
  22119283.680    22119282.680   116237617.321 5     -1685.254          30.000
  22622561.381    22622561.051   118882362.813 5       855.698          33.250
  20268978.299    20268978.029   106514199.415 7        94.245          45.500
  21319198.818    21319197.848   112033147.254 7     -3086.030          42.500
  22214603.102    22214601.652   116738522.748 6     -2634.515          39.250
  23403237.775    23403237.995   122984901.694 3      1807.473          22.750
  23928334.353    23928333.953   125744247.056 4     -4551.503          24.750
 17  6 26 11 38 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000364248
  22128963.169    22128962.299   116288481.180 5     -1705.288          32.000
  22617731.430    22617729.930   118856978.767 5       836.956          34.000
  20268487.743    20268487.653   106511622.468 7        77.907          45.250
  21336862.068    21336861.218   112125967.989 7     -3101.675          42.000
  22229683.077    22229682.327   116817772.679 6     -2648.470          39.000
  23392961.273    23392959.273   122930897.437 3      1793.152          22.750
  23954335.299    23954333.349   125880878.913 4     -4556.808          24.750
 17  6 26 11 39  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000379093
  22138757.841    22138757.801   116339957.215 5     -1725.733          31.500
  22613008.983    22613008.763   118832165.423 5       817.891          35.250
  20268092.482    20268091.992   106509544.716 7        61.251          45.500
  21354615.465    21354615.185   112219264.786 6     -3117.491          41.250
  22244844.942    22244844.042   116897449.064 6     -2662.671          38.250
  23382767.490    23382765.860   122877331.927 3      1778.497          21.000
  23980366.545    23980365.485   126017679.112 4     -4562.581          25.000
 17  6 26 11 39 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000393952
  22148667.894    22148667.714   116392039.490 5     -1746.580          30.500
  22608396.001    22608394.131   118807919.581 6       798.336          36.500
  20267790.941    20267790.951   106507961.281 7        44.147          45.250
  21372458.978    21372458.228   112313031.044 6     -3133.774          41.750
  22260087.128    22260086.188   116977545.430 6     -2677.245          38.000
  23372657.925    23372658.005   122824203.246 3      1763.241          19.500
  24006429.428    24006430.188   126154641.037 4     -4568.504          24.500
 17  6 26 11 40  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000408829
  22158696.204    22158695.654   116444733.081 5     -1766.513          31.000
  22603891.464    22603890.024   118784249.156 5       779.526          35.750
  20267585.395    20267584.895   106506878.806 7        27.866          45.500
  21390391.828    21390391.738   112407271.488 6     -3149.145          41.750
  22275409.293    22275408.523   117058066.223 6     -2690.990          38.000
  23362633.096    23362632.516   122771520.328 4      1748.707          24.250
  24032524.020    24032525.330   126291769.124 4     -4573.513          24.000
 17  6 26 11 40 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000423724
  22168838.321    22168838.541   116498034.314 5     -1787.366          32.500
  22599495.811    22599495.561   118761153.103 6       759.744          36.000
  20267474.073    20267474.143   106506295.061 7        10.599          46.250
  21408414.970    21408414.290   112501981.790 7     -3165.373          42.000
  22290811.343    22290811.353   117139006.715 6     -2705.506          37.750
  23352692.373    23352690.283   122719283.084 3      1733.292          23.750
  24058649.724    24058647.924   126429058.768 4     -4579.591          24.250
 17  6 26 11 41  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000438639
  22179099.467    22179099.517   116551949.521 5     -1807.473          33.500
  22595211.917    22595211.597   118738641.203 5       740.524          35.750
  20267459.677    20267459.387   106506218.102 7        -5.941          46.500
  21426528.409    21426528.229   112597168.381 6     -3180.859          41.750
  22306295.354    22306294.214   117220373.430 6     -2719.329          38.000
  23342838.177    23342838.657   122667502.409 4      1718.486          25.000
  24084808.112    24084807.072   126566516.178 4     -4584.638          24.250
 17  6 26 11 41 30.0000000  0  7G31G 4G29G25G 2G 5G12                0.000453566
  22189472.538    22189472.408   116606462.891 5     -1826.820          33.500
  22591037.026    22591037.326   118716700.175 5       722.060          32.500
  20267538.120    20267538.340   106506633.291 7       -21.833          46.250
  21444729.556    21444728.776   112692814.482 7     -3195.603          42.250
  22321857.374    22321856.494   117302149.488 6     -2732.423          38.250
  23333068.592    23333068.992   122616165.718 4      1704.075          24.250
  24110993.383    24110993.733   126704124.676 3     -4589.064          22.250
 17  6 26 11 42  0.0000000  0  7G31G 4G29G25G 2G 5G12                0.000468508
  22199960.567    22199959.837   116661576.815 5     -1847.080          35.250
  22586972.352    22586970.462   118695335.850 5       702.651          32.250
  20267712.018    20267712.018   106507545.442 7       -38.600          46.500
  21463018.526    21463017.346   112788922.681 7     -3211.226          42.250
  22337496.752    22337496.302   117384337.129 6     -2746.357          37.750
  23323385.661    23323386.911   122565280.355 4      1688.591          24.750
  24137207.604    24137208.674   126841886.912 3     -4594.504          22.500
